School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,ALASKA,0200450,Klawock City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,6,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200480,Kodiak Island Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,139,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200485,Lake and Peninsula Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,25,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200510,Matanuska-Susitna Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,1383,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200520,Iditarod Area School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,15,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200525,Annette Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200540,Nenana City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,45-49%,196,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200570,Nome Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,40,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200600,Fairbanks North Star Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,76%,792,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200610,North Slope Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,136,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200625,Northwest Arctic Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,118,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200630,Pelican City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200660,Petersburg Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,34,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200670,Pribilof School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,1,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200680,Saint Mary's School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200690,Skagway School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,6,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200700,Southeast Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200710,Southwest Region School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,31,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200715,Tanana City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200720,Unalaska City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,26,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200730,Chatham School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,7,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200760,Kuspuk School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,20,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200770,Denali Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,87,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200775,Yukon Flats School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,11,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200780,Valdez City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,43,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200800,Chugach School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,37,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200810,Wrangell Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,17,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200840,Yakutat School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,8,,All Students,All Students in LEA,,,,,
2021-2022,ALASKA,0200862,Yukon-Koyukuk School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,56%,331,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400001,Cave Creek Unified District (4244),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,483,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400003,Chino Valley Unified District (4474),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,168,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400016,"Center for Academic Success, Inc. (4191)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,70,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400019,Flagstaff Arts And Leadership Academy (4202),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,28,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400021,Colorado City Unified District (4370),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,37,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400023,Pinon Unified District (4390),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,73,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400026,Heber-Overgaard Unified District (4392),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,32,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400031,"Ridgeline Academy, Inc. (4301)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,33,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400041,Maricopa County Community College District dba Gat (4314),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,61,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400043,New School For The Arts (4316),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,37,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400047,Salt River Pima-Maricopa  Community Schools (4320),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=10%,43,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400052,Espiritu Community Development Corp. (4335),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,71,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400053,"Heritage Academy, Inc. (4336)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,150,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400056,Arizona School For The Arts (4345),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,82,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400057,"Arizona Call-a-Teen Youth Resources, Inc. (4346)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,21-39%,24,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400061,"Intelli-School, Inc. (4352)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=10%,33,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400065,Benjamin Franklin Charter School - Queen Creek (4355),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,158,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400070,Tempe Preparatory Academy (4361),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,58,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400074,Kingman Academy Of Learning (4383),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,80,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400077,"Career Development, Inc. (4400)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,29,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400078,"Edge School, Inc., The (4421)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,10-14%,61,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400079,Tucson Youth Development/ACE Charter High School (4422),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,6%,253,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400081,Presidio School (4425),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,18,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400082,Colorado River Union High School District (4381),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,526,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400083,"Portable Practical Educational Preparation, Inc. ( (4431)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,31%,300,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400094,Az-Tec High School (4508),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,20-29%,32,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400095,"Yuma Private Industry Council, Inc. (4509)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,11-19%,47,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400097,Northland Preparatory Academy (4204),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,65,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400099,Liberty High School (4216),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=20%,20,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400103,"Ombudsman Educational Services, Ltd.,a subsidiary  (4323)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,20%,642,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400106,"Arizona Agribusiness & Equine Center, Inc. (4331)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,67,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400107,"International Commerce Secondary Schools, Inc. (4334)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,55-59%,132,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400108,Humanities and Sciences Academy of the United Stat (4337),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,45-49%,144,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400112,"American Leadership Academy, Inc. (4348)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,744,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400121,"Accelerated Learning Center, Inc. (4297)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,50-59%,40,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400124,"Genesis Program, Inc. (4332)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=20%,24,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400129,Accelerated Elementary and Secondary Schools (6364),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,9,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400130,Edkey Inc. dba American Heritage Academy  (6365),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,7,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400144,CPLC Community Schools (4300),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,16,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400147,Ha:san Educational Services (6369),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-49%,37,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400149,Kaizen Education Foundation dba El Dorado High Sch (4342),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-64%,153,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400153,Phoenix School of Academic Excellence The (6379),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,20-29%,31,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400154,"Shonto Governing Board of Education, Inc. (6353)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400157,"Edkey, Inc. - Sequoia Choice Schools (4329)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,27%,205,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400159,Tucson Preparatory School (6374),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=20%,26,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400163,Coconino County Accommodation School District (10386),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,45-49%,79,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400201,Pima County (4420),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-49%,33,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400202,"Academy of Tucson, Inc. (78897)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,43,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400204,"Mountain Rose Academy, Inc. (10879)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-44%,76,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400209,"Park View School, Inc. (10970)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400211,Mary Ellen Halvorson Educational Foundation. dba:  (10965),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,42,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400212,Benson Unified School District (79226),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,95,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400219,Career Success Schools (79047),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,22%,257,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400223,Daisy Education Corporation dba Sonoran Science Ac (79049),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,41,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400225,"Horizon Community Learning Center, Inc. (79264)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,93,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400231,James Madison Preparatory School (79063),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,18,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400238,"Metropolitan Arts Institute, Inc. (5181)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,37,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400241,"Paragon Management, Inc. (5180)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,200,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400243,"Skyline Schools, Inc. (79084)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,37,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400244,"Edkey, Inc. - Sequoia Charter School (6446)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,49,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400246,"Edkey, Inc. - Sequoia Village School (79211)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,12,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400248,"Telesis Center for Learning, Inc. (79218)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,10,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400254,"Southern Arizona Community Academy, Inc. (79000)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,20-29%,33,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400259,"Southgate Academy, Inc. (79085)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,28,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400261,"Eastpointe High School, Inc. (78833)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,25-29%,112,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400266,"PACE Preparatory Academy, Inc. (79068)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=20%,30,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400267,"Kestrel Schools, Inc. (79065)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,9,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400273,"GAR, LLC dba Student Choice High School (78997)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,29%,889,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400274,AIBT Non-Profit Charter High School - Phoenix (79053),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<=20%,27,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400276,Academy with Community Partners  Inc (79213),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,20-29%,60,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400278,"Deer Valley Charter Schools, Inc. (79496)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,6,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400280,Mohave Accelerated Learning Center (79498),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400282,"Harvest Power Community Development Group, Inc. (79501)",,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,82,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400284,Omega Alpha Academy (79503),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,19,,All Students,All Students in LEA,,,,,
2021-2022,ARIZONA,0400288,Premier Charter High School (79569),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,45-49%,75,,All Students,All Students in LEA,,,,,
